iter	PRAUC	Logloss	PRAUC:use_weights=true	PRAUC:use_weights=false
175	0.998131618	0.06302482153	0.998131618	0.8765134253
176	0.9981417809	0.06288670855	0.9981417809	0.8766734797
177	0.9981606807	0.0625984676	0.9981606807	0.8769562176
178	0.9981607471	0.06259633051	0.9981607471	0.8769564284
179	0.9981826551	0.06217158141	0.9981826551	0.8776170261
180	0.9981826551	0.06217156954	0.9981826551	0.8776170261
181	0.9981826551	0.06217155576	0.9981826551	0.8776170261
182	0.9981826551	0.0621715534	0.9981826551	0.8776170261
183	0.9981834114	0.06215103011	0.9981834114	0.877904035
184	0.9982028959	0.0618295151	0.9982028959	0.8781947082
185	0.9982028959	0.06182949485	0.9982028959	0.8781947082
186	0.9982080872	0.0616125703	0.9982080872	0.878276304
187	0.9982089962	0.06160594535	0.9982089962	0.8782975872
188	0.9982094347	0.06159992364	0.9982094347	0.8783130673
189	0.9982356762	0.06109107214	0.9982356762	0.8798154458
190	0.9982357585	0.06108706936	0.9982357585	0.8798104226
191	0.998248044	0.06088528565	0.998248044	0.8808973726
192	0.9982526587	0.06081784562	0.9982526587	0.8809274199
193	0.9982755413	0.06048042054	0.9982755413	0.8823195721
194	0.9982755154	0.06048034106	0.9982755154	0.8823191104
195	0.9982855054	0.06035433932	0.9982855054	0.8825917091
196	0.9983000174	0.06015206761	0.9983000174	0.8833407472
197	0.9983124043	0.05995453995	0.9983124043	0.8836472486
198	0.9983499414	0.05936097743	0.9983499414	0.8857277934
199	0.9983565839	0.05926984319	0.9983565839	0.8858752231
200	0.998389546	0.05872074871	0.998389546	0.8879899526
201	0.9984157311	0.05829998283	0.9984157311	0.8896388411
202	0.9984359826	0.05799890227	0.9984359826	0.8906128951
203	0.9984389301	0.05796130995	0.9984389301	0.8907280377
204	0.9984395171	0.05795294467	0.9984395171	0.8907281235
205	0.9984545118	0.0577701735	0.9984545118	0.8911285167
206	0.9984599993	0.05767204096	0.9984599993	0.8913946395
207	0.9984599933	0.05767200653	0.9984599933	0.8913940847
208	0.9984695653	0.05748946805	0.9984695653	0.8916354051
209	0.9984695653	0.05748946799	0.9984695653	0.8916354051
210	0.9984721921	0.05744963329	0.9984721921	0.8916653874
211	0.9984882873	0.05717638426	0.9984882873	0.8922433552
212	0.9984883453	0.05717558343	0.9984883453	0.8922485043
213	0.9984926708	0.05711252869	0.9984926708	0.892368641
214	0.9984974252	0.05692656161	0.9984974252	0.8923188589
215	0.9985088659	0.05671956124	0.9985088659	0.8930823646
216	0.9985128303	0.05665258777	0.9985128303	0.893158303
217	0.998512802	0.05665059606	0.998512802	0.8931646356
218	0.998532005	0.05602856397	0.998532005	0.8934102827
219	0.9985470617	0.05580953671	0.9985470617	0.8938075808
220	0.998541894	0.05579093766	0.998541894	0.8933310341
221	0.9985427169	0.05578004586	0.9985427169	0.8933642458
222	0.9985427169	0.0557800456	0.9985427169	0.8933642458
223	0.9985627908	0.05544899597	0.9985627908	0.8944623839
224	0.9985634648	0.05543822944	0.9985634648	0.8944891117
225	0.9985636541	0.05543684804	0.9985636541	0.8944997768
226	0.9985678701	0.05531437153	0.9985678701	0.8946250548
227	0.9986062339	0.05457058988	0.9986062339	0.8973046138
228	0.9986297493	0.05415788514	0.9986297493	0.8988808331
229	0.9986358377	0.05378468723	0.9986358377	0.8990653724
230	0.9986398046	0.05371898009	0.9986398046	0.8991679924
231	0.9986400415	0.05371106713	0.9986400415	0.8991644895
232	0.998640868	0.05369970358	0.998640868	0.8992102887
233	0.9986482623	0.05357869152	0.9986482623	0.8993886108
234	0.9986597096	0.05327628015	0.9986597096	0.8995347226
235	0.9986608809	0.05324388443	0.9986608809	0.8995685202
236	0.9986638227	0.05319516735	0.9986638227	0.8996082128
237	0.9986829621	0.05256809598	0.9986829621	0.9000031928
238	0.9986880607	0.05247310879	0.9986880607	0.9000926432
239	0.9986961847	0.05235233557	0.9986961847	0.900320647
240	0.9986965175	0.05234673767	0.9986965175	0.9003337063
241	0.9987001242	0.05225890968	0.9987001242	0.9003456294
242	0.9987002214	0.05225795751	0.9987002214	0.9003551915
243	0.9987055587	0.05208292169	0.9987055587	0.9004716188
244	0.9987086969	0.05203382308	0.9987086969	0.9005223971
245	0.9987123366	0.05192335849	0.9987123366	0.9007441017
246	0.9987123505	0.05192329466	0.9987123505	0.9007439498
247	0.9987177713	0.05184213644	0.9987177713	0.9009488026
248	0.9987249602	0.05172910946	0.9987249602	0.9011226437
249	0.9987305797	0.05162524581	0.9987305797	0.9013173962
250	0.9987532891	0.05115148305	0.9987532891	0.9028336652
251	0.9987615403	0.05096157378	0.9987615403	0.903301282
252	0.9987652887	0.0509047035	0.9987652887	0.9034283446
253	0.99876831	0.05083574932	0.99876831	0.9035788071
254	0.9987726664	0.05075897795	0.9987726664	0.9036688977
255	0.9987780352	0.05067344409	0.9987780352	0.9037664671
256	0.9987820507	0.05060948797	0.9987820507	0.9039121853
257	0.9987907679	0.05045072247	0.9987907679	0.9042295088
258	0.998798169	0.05030311676	0.998798169	0.9044407852
259	0.9988039886	0.05010595978	0.9988039886	0.9045624809
260	0.9988073732	0.05001221509	0.9988073732	0.904603794
261	0.9988172199	0.04962095828	0.9988172199	0.9049559488
262	0.9988256534	0.0494667095	0.9988256534	0.9052291671
263	0.9988351059	0.04928890687	0.9988351059	0.9057240496
264	0.9988431353	0.04914164672	0.9988431353	0.9060553133
265	0.9988492879	0.04888271406	0.9988492879	0.9060283985
266	0.9988575531	0.04870107705	0.9988575531	0.9062115406
267	0.9988616479	0.04852502198	0.9988616479	0.906560051
268	0.9988668196	0.04838054785	0.9988668196	0.9066875849
269	0.9988733203	0.04826956094	0.9988733203	0.9072101524
270	0.9988755598	0.04800520437	0.9988755598	0.90717289
271	0.9988833646	0.04785932883	0.9988833646	0.9073174
272	0.9988906889	0.0474657421	0.9988906889	0.9075588412
273	0.9988932729	0.04733036247	0.9988932729	0.9076353661
274	0.9988983698	0.04724178942	0.9988983698	0.9078289073
275	0.9989053582	0.04690652634	0.9989053582	0.9079413394
276	0.9989113731	0.0467934276	0.9989113731	0.908129725
277	0.9989164572	0.04648953576	0.9989164572	0.908317389
278	0.9989205092	0.04638735368	0.9989205092	0.9084423823
279	0.9989247632	0.04630687546	0.9989247632	0.9087117207
280	0.9989301337	0.04615462509	0.9989301337	0.9088625033
281	0.9989325882	0.04608629673	0.9989325882	0.9088868226
282	0.9989400955	0.04592986009	0.9989400955	0.909239238
283	0.9989429906	0.04587563582	0.9989429906	0.9093563601
284	0.9989528341	0.04559965517	0.9989528341	0.9097074178
285	0.9989688973	0.0451788567	0.9989688973	0.9111071738
286	0.9989702902	0.04501239131	0.9989702902	0.9111814453
287	0.9989726048	0.0449662236	0.9989726048	0.9112668901
288	0.9989765177	0.04489660499	0.9989765177	0.9113538526
289	0.9989788068	0.04480248838	0.9989788068	0.9114161881
290	0.9989859257	0.04465957843	0.9989859257	0.9116336646
291	0.998996426	0.04443312692	0.998996426	0.9125103239
292	0.9989987767	0.04421638394	0.9989987767	0.9125259581
293	0.9990042468	0.04407617801	0.9990042468	0.9126842717
294	0.9990039713	0.04401172572	0.9990039713	0.9124699412
295	0.9990087279	0.04389067918	0.9990087279	0.9126280008
296	0.9990113602	0.04382378607	0.9990113602	0.9126864075
297	0.9990162934	0.04367119919	0.9990162934	0.9128265506
298	0.9990191837	0.0435452835	0.9990191837	0.9129954848
299	0.9990258421	0.04335751927	0.9990258421	0.9133037969
300	0.9990294	0.04324263418	0.9990294	0.9134615869
301	0.9990340324	0.04313995155	0.9990340324	0.9136574369
302	0.9990364343	0.04301517242	0.9990364343	0.9137319642
303	0.9990393971	0.04292709192	0.9990393971	0.9138183507
304	0.9990419274	0.04287215549	0.9990419274	0.9139148894
305	0.9990445404	0.04277879861	0.9990445404	0.9139557802
306	0.9990470193	0.04266339711	0.9990470193	0.9140472122
307	0.9990519782	0.04252188158	0.9990519782	0.9142068089
308	0.9990546162	0.0424399478	0.9990546162	0.9142728117
309	0.9990598602	0.04233300598	0.9990598602	0.9145001938
310	0.9990651467	0.042216146	0.9990651467	0.91464576
311	0.9990687958	0.04209115189	0.9990687958	0.9148497362
312	0.9990741977	0.0419550456	0.9990741977	0.915032223
313	0.9990761739	0.04191493656	0.9990761739	0.9151002159
314	0.9990785579	0.04184311326	0.9990785579	0.9151593532
315	0.9990806571	0.0417675272	0.9990806571	0.9152734565
316	0.9990840428	0.04160279829	0.9990840428	0.9154622093
317	0.9990848273	0.04145569682	0.9990848273	0.9151440311
318	0.9990829847	0.04134292957	0.9990829847	0.914680542
319	0.9990963592	0.04101015953	0.9990963592	0.9161589394
320	0.9991017134	0.04088693151	0.9991017134	0.9163413659
321	0.9991047478	0.04080150866	0.9991047478	0.9164901264
322	0.9991090093	0.04069726404	0.9991090093	0.9166757667
323	0.9991120295	0.04058992656	0.9991120295	0.9167504038
324	0.9991149462	0.04045835216	0.9991149462	0.9169385553
325	0.9991171958	0.04031932291	0.9991171958	0.9170371641
326	0.9991193893	0.0401835554	0.9991193893	0.9171629942
327	0.9991231272	0.04010498757	0.9991231272	0.9172776018
328	0.9991270456	0.0399925225	0.9991270456	0.9174143915
329	0.9991303802	0.0399123925	0.9991303802	0.9174842413
330	0.9991344084	0.03977025604	0.9991344084	0.9175973687
331	0.9991385135	0.03966923327	0.9991385135	0.917805609
332	0.999141483	0.03961060345	0.999141483	0.917966817
333	0.999152371	0.03937758327	0.999152371	0.9188844897
334	0.9991515374	0.03932912244	0.9991515374	0.9186477308
335	0.9991539486	0.03923824468	0.9991539486	0.9187212127
336	0.9991572415	0.03913956066	0.9991572415	0.9188532364
337	0.9991596485	0.03909077835	0.9991596485	0.9189368695
338	0.9991600675	0.03902629624	0.9991600675	0.918801058
339	0.9991614228	0.03899567502	0.9991614228	0.9188529813
340	0.9991643777	0.03889440765	0.9991643777	0.9189931226
341	0.999167065	0.03882801251	0.999167065	0.919057858
342	0.9991700861	0.03873831725	0.9991700861	0.9192165172
343	0.9991733848	0.03848986789	0.9991733848	0.9194373887
344	0.999176092	0.03840958699	0.999176092	0.9195571159
345	0.9991782087	0.0383462638	0.9991782087	0.9196140634
346	0.9991826799	0.03820700704	0.9991826799	0.9199605508
347	0.999181511	0.0381670175	0.999181511	0.9197263255
348	0.9991849671	0.03809589105	0.9991849671	0.9199073167
349	0.9991882726	0.03780021828	0.9991882726	0.9200621979
350	0.9991905897	0.03775178373	0.9991905897	0.9201836432
351	0.9991972271	0.03761148531	0.9991972271	0.9207533653
352	0.9991996517	0.03750535483	0.9991996517	0.9208053622
353	0.9992042546	0.03745632339	0.9992042546	0.9212368247
354	0.9992066652	0.03738835278	0.9992066652	0.9213439559
355	0.9992088101	0.03733181679	0.9992088101	0.9214062283
356	0.9992112	0.03728039519	0.9992112	0.9215110404
357	0.9992134529	0.03721193729	0.9992134529	0.9215705527
358	0.999219338	0.03706456054	0.999219338	0.9219036232
359	0.9992220909	0.03696312585	0.9992220909	0.9220441416
360	0.9992240171	0.03686949863	0.9992240171	0.9221156437
361	0.9992272998	0.03677364998	0.9992272998	0.9223065686
362	0.9992295702	0.03670688711	0.9992295702	0.9223863655
363	0.9992303799	0.03656010987	0.9992303799	0.9223733585
364	0.9992355071	0.03643123463	0.9992355071	0.9226842537
365	0.9992369338	0.03636219392	0.9992369338	0.9227089085
366	0.9992399879	0.03618249393	0.9992399879	0.9228209969
367	0.9992419057	0.03609751369	0.9992419057	0.9228992864
368	0.9992437606	0.03604060312	0.9992437606	0.922965101
369	0.9992452782	0.03598128289	0.9992452782	0.9230420778
370	0.9992492598	0.03588769633	0.9992492598	0.9234949006
371	0.9992515123	0.03583932693	0.9992515123	0.9236214848
372	0.9992559945	0.03572905794	0.9992559945	0.9238323256
373	0.9992580225	0.03567517829	0.9992580225	0.9239533724
374	0.9992595426	0.03562697619	0.9992595426	0.9240071449
375	0.999258191	0.03559574964	0.999258191	0.923792559
376	0.9992597303	0.03550457476	0.9992597303	0.9238680544
377	0.999261922	0.03545743105	0.999261922	0.9239777301
378	0.9992633218	0.03540216064	0.9992633218	0.9241099712
379	0.9992649044	0.03536312576	0.9992649044	0.9241886187
380	0.9992651439	0.03529860563	0.9992651439	0.9240864099
381	0.9992721402	0.03502808169	0.9992721402	0.9249252602
382	0.9992743871	0.0348334175	0.9992743871	0.9250534036
383	0.9992786913	0.03472599378	0.9992786913	0.9253313457
384	0.9992813912	0.0346510854	0.9992813912	0.9255032263
385	0.9992839129	0.03457667261	0.9992839129	0.9256753095
386	0.9992852133	0.0344797498	0.9992852133	0.9257335546
387	0.9992865487	0.03442120398	0.9992865487	0.9257811705
388	0.9992880966	0.03438280643	0.9992880966	0.9258486207
389	0.9992893438	0.03434615664	0.9992893438	0.9259108288
390	0.9992940388	0.03420185778	0.9992940388	0.9265128905
391	0.9992953842	0.03416281514	0.9992953842	0.9265727905
392	0.999298552	0.0340879348	0.999298552	0.9267338156
393	0.999300925	0.03399756558	0.999300925	0.9268855732
394	0.9993026387	0.03394356161	0.9993026387	0.9269919155
395	0.9993047663	0.03384258867	0.9993047663	0.9271164362
396	0.9993075835	0.03376845508	0.9993075835	0.9272331725
397	0.9993081843	0.03360791445	0.9993081843	0.9272526018
398	0.9993088248	0.03359502138	0.9993088248	0.9272994433
399	0.9993109185	0.03350113902	0.9993109185	0.9274308718
400	0.9993125706	0.03344047621	0.9993125706	0.9274759067
401	0.9993143474	0.03336390406	0.9993143474	0.9275824949
402	0.999316088	0.03327496743	0.999316088	0.927624054
403	0.9993176426	0.03322632232	0.9993176426	0.9276939762
404	0.9993199151	0.03316183828	0.9993199151	0.9278100829
405	0.9993228003	0.03302715588	0.9993228003	0.9281303368
406	0.9993250175	0.03298604324	0.9993250175	0.9282845457
407	0.9993282592	0.03291490948	0.9993282592	0.9284925778
408	0.9993293241	0.03286309188	0.9993293241	0.9285503925
409	0.9993273729	0.03283765659	0.9993273729	0.9282351441
410	0.9993289664	0.03279698569	0.9993289664	0.9283144231
411	0.9993294005	0.03267845523	0.9993294005	0.9283426709
412	0.9993308434	0.03262651845	0.9993308434	0.9283526817
413	0.9993324826	0.03258667835	0.9993324826	0.9284381611
414	0.9993340841	0.03255004187	0.9993340841	0.9285108595
415	0.9993350451	0.03251745053	0.9993350451	0.9285463953
416	0.9993376412	0.03246545612	0.9993376412	0.9287204883
417	0.999341467	0.03242695617	0.999341467	0.9291053539
418	0.9993437282	0.03236420392	0.9993437282	0.9292081445
419	0.999346617	0.03231598927	0.999346617	0.9294474809
420	0.9993447118	0.03229450239	0.9993447118	0.9291831855
421	0.9993455516	0.03227221432	0.9993455516	0.9292290179
422	0.9993465335	0.03222864086	0.9993465335	0.9293370316
423	0.9993481424	0.03218868502	0.9993481424	0.929421457
424	0.9993496271	0.03215417905	0.9993496271	0.9295035194
425	0.999348523	0.03213259953	0.999348523	0.929340248
426	0.9993502254	0.03206369533	0.9993502254	0.9294128194
427	0.9993515723	0.03196131739	0.9993515723	0.929527382
428	0.9993528139	0.03189766933	0.9993528139	0.9296333939
429	0.9993676514	0.03165085167	0.9993676514	0.9312721424
430	0.9993691638	0.03159600322	0.9993691638	0.9313273004
431	0.9993685956	0.03156104595	0.9993685956	0.9312076288
432	0.9993699996	0.03151976162	0.9993699996	0.9312861549
433	0.9993732842	0.0314865133	0.9993732842	0.9316168148
434	0.9993761383	0.03143835036	0.9993761383	0.931899876
435	0.9993777734	0.03138332552	0.9993777734	0.9319486356
436	0.999376948	0.03136247412	0.999376948	0.9318376325
437	0.9993780837	0.03126256481	0.9993780837	0.9319547963
438	0.9993793567	0.03121419396	0.9993793567	0.9320001368
439	0.9993801559	0.03117795005	0.9993801559	0.9321026831
440	0.999381837	0.03114354682	0.999381837	0.9322295429
441	0.9993849025	0.03111414078	0.9993849025	0.9325334997
442	0.999387496	0.03103643364	0.999387496	0.9326386406
443	0.9993899016	0.03096535767	0.9993899016	0.9327914924
444	0.9993914809	0.03091943985	0.9993914809	0.9328735114
445	0.9993932133	0.03086806186	0.9993932133	0.9329536093
446	0.9993954708	0.03079977201	0.9993954708	0.9330496871
447	0.9993985506	0.03070286087	0.9993985506	0.9334196067
448	0.9994002682	0.03060711215	0.9994002682	0.9335506693
449	0.9994020863	0.03056313429	0.9994020863	0.9336749288
450	0.9994036682	0.03052897679	0.9994036682	0.9337946931
451	0.999404898	0.03045531822	0.999404898	0.9338686186
452	0.9994058903	0.03042953019	0.9994058903	0.9339269449
453	0.9994075171	0.03039188568	0.9994075171	0.9340385115
454	0.9994094825	0.03030769984	0.9994094825	0.9341243521
455	0.9994206527	0.03009263077	0.9994206527	0.9352157589
456	0.9994225011	0.03000382311	0.9994225011	0.9353073379
457	0.9994239796	0.02996644412	0.9994239796	0.9354003308
458	0.9994243848	0.02992812861	0.9994243848	0.9353886738
459	0.9994261956	0.02985178941	0.9994261956	0.935513328
460	0.9994276116	0.02980506025	0.9994276116	0.9355940407
461	0.9994294777	0.02974866464	0.9994294777	0.9357218677
462	0.9994307813	0.02971578084	0.9994307813	0.9358064588
463	0.9994314186	0.02969488732	0.9994314186	0.9358369009
464	0.9994316288	0.02963185744	0.9994316288	0.9358746071
465	0.9994326789	0.02957133625	0.9994326789	0.9359054751
466	0.9994342848	0.02950488763	0.9994342848	0.9360223328
467	0.9994362572	0.02945552642	0.9994362572	0.9361619167
468	0.9994362991	0.02941836002	0.9994362991	0.9361039855
